list_name,name,label::English,label::Arabic,filter,
intention_nonidp,move_outside_iraq,Move to another location - outside Iraq,???????? ??? ???? ??? ( ???? ??????),,
intention_nonidp,wait_to_decide,Do not know - waiting to make a decision,?? ???? – ???????? ??? ????? ??????,,
,,,,,
reasons_return,security_stable,Security situation in area of origin is stable,??????? ????? ?????? ?? ????? ??????,,
reasons_return,uxo,Area of origin was cleared of explosive hazards,?? ??? ??????? ?????? ?? ???? ???????,,
reasons_return,other_members_returned,Other family / community members have returned,????? ?????? ?? ??????? ??????? ?? ????? ??????? ??? ????? ??????,,
reasons_return,livelihood_availability_there,Livelihood options are available there,?????? ??????? ????? ????,,
reasons_return,lack_security_women,Lack of safety and security for women and girls,?????? ????? ???????? ?????? ????????,,
reasons_return,basic_services_availability,"Basic services (water, electricity, health, education, etc.) are available in the area of origin",????? ??????? ???????? ?? ????? ?????? ?? ???? ??????? ???? ?????? ??????,,
reasons_return,emotional_desire,Emotional desire to return,?????? ???????? ???????,,
reasons_return,secure_house_land,"Necessary to secure personal housing, land and property",????? ????? ?????? ?????? ?????? ??????????,,
reasons_return,limited_livelihood_opportunities,Limited livelihood opportunities in area of displacement,??????? ??? ??????? ???????? ?? ????? ??????,,
reasons_return,limited_services,Limited services in area of displacement,????? ?????? ?? ????? ??????,,
reasons_return,no_safe_in_area_of_displace,Do not feel safe in area of displacement,??? ?????? ??????? ?? ????? ??????,,
reasons_return,no_integrated_in_area_of_displace,Do not feel integrated in the area of displacement,??? ?????? ????????? ?? ????? ??????,,
reasons_return,facing_eviction,Facing eviction in the area of displacement,?????? ??????? ?? ????? ??????,,
reasons_return,forced_security,Forced to return by security actors or civilian authoritis,????? ??? ?????? ?? ??? ?????? ??????? ?? ??????? ???????,,
reasons_return,fam_released,Family member released from detention,???? ??? ????? ??????? ?? ???????? ?? ?????,,
,,,,,
ox8ul79,fear_trauma,Security concerns: Fear/trauma associated with returning to place of origin,????? ?????: ????? / ?????? ???????? ??????? ??? ????? ??????,,
ox8ul79,lack_of_security_forces,Security concerns: Lack of security forces,????? ?????: ??? ?? ?????? ???????,,
ox8ul79,presence_of_mines,"Security concerns: Presence of explosive hazards (mines, bombs, IEDs)",????? ?????: ???? ???? ?????? ????? ( ???????? ???????? ????? ??????),,
ox8ul79,desicrimination,Security concerns: Fear of discrimination,????? ?????:????? ?? ???????,,
ox8ul79,lack_security_women,Lack of safety and security for women and girls,?????? ????? ???????? ?????? ????????,,
ox8ul79,lack_court,Non-restoration of courts and/or civil registries in AoO,??? ????? ??????? ?/?? ??? ????? ????? ??????? ??????? ?? ????? ?????,,
ox8ul79,movement_restrictions,Movement restrictions (do not have proper paperwork to relocate),???? ?? ??????( ?? ???? ??????? ?? ????????? ??????? ?????),,
ox8ul79,no_personal_id,No personal identification documents,?? ???? ???????? ?? ????? ?????,,
ox8ul79,no_transport_to_return,No transportation available to return home,??? ???? ????????? ?????? ??? ????? ??????,,
ox8ul79,no_financial_money_to_return,No financial means to return and restart,??? ???? ????? ????? ?????? ?????? ?? ????,,
ox8ul79,lack_livelihood_generating_income,Lack of livelihood/income generating activities in AoO,??? ?? ??? ??? ????? / ??????? ?????? ????? ,,
ox8ul79,house_damaged_destroyed,House I own in AoO has been damaged/destroyed,?????? ???? ????? ?? ????? ????? ?? ???? / ?? ??????,,
ox8ul79,house_land_occupied,House/land I own in AoO is currently occupied,?????? ?? ????? ???? ????? ?? ????? ????? ????? ?? ??? ?????,,
ox8ul79,hh_assets_stolen_damaged,Household assets in AoO have been damaged/stolen,????? ?????? ?? ?????? ?? ????? ????? ?? ???? ?? ??? ??????,,
ox8ul79,local_markets_not_working,Local markets are not functioning,??????? ??????? ?? ????,,
ox8ul79,basic_services_not_enough,"Basic services in the area of origin are not enough/available (electricity, water, health)",??? ????? ??????? ???????? ?? ????? ?????? ?? ?????? ???? ????,,
ox8ul79,lack_of_education_oppotunities,Lack of education opportunities for children in the area of origin,??? ???? ??? ??????? ??????? ?? ??????? ??????? ,,
ox8ul79,immediate_family_wont_return,Immediate family and network will not return,?? ???? ????? ??????? ????????? ?? ?? ??? ?? ??? ????? ????????,,
ox8ul79,health_conditions,Health condition does not allow me to leave the area of displacement,????? ????? ?? ???? ??????? ????? ??????,,
ox8ul79,children_enrolled_in_displacement,Children enrolled at school in the area of displacement,?? ????? ??????? ?? ????? ????? ??????,,
ox8ul79,living_conditions_better,Living conditions are better in the area of displacement,?? ?????? ???????? ?? ???? ?? ????? ??????,,
ox8ul79,do_not_know,Do not know,?? ????,,
ox8ul79,decline_to_answer,Decline to answer,???? ??? ???????,,
,,,,,
wgss,no_difficulty,No difficulty,?? ???? ?????,,
wgss,some_difficulty,"Yes, some difficulty","???? ??? ?? ???????",,
wgss,a_lot_of_difficulty,"Yes, a lot of difficulty","???? ????? ?????",,
wgss,cannot_do_at_all,Cannot do at all,?? ?????? ?????? ???? ???????,,
,,,,,
why_difficulty,distance,Distance,???? ??????,,
why_difficulty,costs,Costs,???? ???????,,
why_difficulty,inaccessible_environment,Services not physically accessible ,????? ?? ???? ?????? ????? ?????,,
why_difficulty,information_missing,Information about services not accessible ,??????? ??? ??????? ?? ???? ?????? ?????,,
why_difficulty,not_adapted,Services provision not adapted,????? ??????? ??? ??????,,
why_difficulty,stigma,Stigma in community,???? ????? ?? ???????,,
why_difficulty,discrimination,Discrimination by service providers,??????? ?? ??? ????? ??????,,
why_difficulty,other,Other (please specify),??? ??? (???? ???????),,
,,,,,
food_source,voucher_pds,Purchased with food vouchers / PDS,"???? ?? ????? ?????? , ?? ??????? ????????? ,.....",,
food_source,cash,Purchased with own cash,???? ???? ?? ????? ?????,,
food_source,cash_assistance,Purchased with cash assistance,???? ?? ????????? ???????,,
food_source,inkind_labour,Received in-kind for labour or other items,???? ??????? ?????? ????? ????? ????? ?? ????? ????,,
food_source,food_assistance_gov,food assistance from government,?????? ?????? ?? ???????,,
food_source,credit,Purchased on credit (debt),?????? ??????,,
food_source,gifts_family_friends,Gift of food from family or friends,????? ?? ??? ????? ?? ????????,,
food_source,own_production,"Own Production (including hunting, fishing, gathering)",??????? ????? ???????? _ ?????? ?? ??????? ????? ??? ????? ?????? ???? ???????),,
food_source,aid_un_ngo_assistance,Food assistance from UN or international organisations,????????? ???????? ?? ??? ????????  ?? ????? ???????,,
food_source,begging,Begging,??????,,
food_source,stealing,Food assistance from local charity or community,??????? ?????? ?? ???????? ??????? ??????? ?? ??????? ??????,,
food_source,other,Other,????,,
,,,,,
yndd,yes,Yes,???,,
yndd,no,No,???,,
yndd,do_not_know,Do not know,?? ????,,
yndd,decline_to_answer,Decline to answer,???? ??? ???????,,
,,,,,
freq,once_aweek,Once a week,??? ????????,,
freq,every_2_weeks,Once every other week,??? ?? ???????,,
freq,once_amonth,Once a month,??? ??????,,
freq,every_2_3_months,Once every 2-3 months,??? ?? 2-3 ????,,
,,,,,
distance,within_2km,Within 2 km,??? ????? 2 ??,,
distance,between_2km_5km,Between 2-5 km away,??? 2 ??? 5 ??,,
distance,more_than5kmaway,More than 5 km away,???? ????? ?? 5 ??,,
distance,none,None that the household can access (movement restriction/security),?? ?????? ?????? ?????? ????? ( ???? ???? ?? ?????? ?? ?????? ?????),,
distance,do_not_know,Don't know of a functioning health center,?? ???? ????? ???? ??? ????,,
,,,,,
distance_h,within_2km,Within 2 km,??? ????? 2 ??,,
distance_h,between_2km_5km,Between 2-5 km away,??? 2 ??? 5 ??,,
distance_h,between_6km_10km,Between 6-10 km away,??? 6 ??? 10 ??,,
distance_h,more_10km,More than 10 km away,????? ????? ?? 10 ??,,
distance_h,none,None that the household can access (movement restriction/security),?? ?????? ?????? ?????? ????? ( ???? ???? ?? ?????? ?? ?????? ?????),,
distance_h,do_not_know,Do not know of a functioning hospital,?? ???? ????? ???? ????,,
,,,,,
ynd,yes,Yes,???,,
ynd,no,No,???,,
ynd,do_not_know,Do not know,?? ????,,
,,,,,
water_source,network_private,Piped water into compound,???? ?????? ?????? ?? ??????,,
water_source,network_comm,Piped water connected to public tap,?????? ?????? ????? ???????? ?????,,
water_source,borehole,Borehole,??? ????,,
water_source,prot_well,Protected well,??? ????,,
water_source,prot_tank,Protected rainwater tank,????? ?? ???? ??????? ????,,
water_source,prot_spring,Protected spring,????? ????,,
water_source,bottled_water,Bottled water,???? ?????,,
water_source,water_trucking,Water Trucking,??? ?????? ?????????,,
water_source,illegal_connection,Illegal connection to piped network,????? ??? ?????? ????? ???????? ??????,,
water_source,unprot_tank,Unprotected rainwater tank,????? ?? ???? ???????  ??? ????,,
water_source,unprot_well,Unprotected well,??? ??? ????,,
water_source,unprot_spring,Unprotected spring,????? ??? ????,,
water_source,surface_water,"Surface water without pre-treatment (river, dam, lake, pond, stream, canal)","?????? ??????? ??? ?????? ????? (????? ? ???? ? ??????? ? ?????? ? ???? ? ??????)",,
water_source,other,Other,???? ,,
,,,,,
safer_drinking,not_necessary,No treatment necessary,????? ????????,,
safer_drinking,boiling,Boiling Water,??? ?????,,
safer_drinking,hh_filter_ceramic,HH filter (ceramic),"???? ?? ????? ???? ???? ? ???? ????? ??? ??? ???? ???? ?? ???? ????????? ?????? ??????? ??????? ?????????? ???? ?????. ??? ?????? ?????? ????????? ?? ??????? ??????? ",,
safer_drinking,hh_filter_biosand,HH filter (biosand) ,???? ?? ????? ???? ???? ???????? / ???? ????? ?????,,
safer_drinking,hh_filter_cloth,HH filter (cloth) ,???? ?? ????? ?????? ???????,,
safer_drinking,hh_filter_homemade,HH filter (home-made filter with stones and cotton),???? ?? ????? ???? ????? ?? ?????? ?????? ??????? ??????),,
safer_drinking,chlorination,Chlorination,????? ??????,,
safer_drinking,other,Other,????,,
,,,,,
why_safer_drinking,not_clear,The water is not clear,?????? ???? ?????,,
why_safer_drinking,tastes_unpleasant,The water tastes unpleasant,??? ????? ??? ???,,
why_safer_drinking,smells_unpleasant,The water smells unpleasant,????? ????? ??? ????,,
why_safer_drinking,none,None of the above,????? ??? ???,,
,,,,,
waste_disposal,collected,Collected by municipality,??? ??????? ?? ??? ??????? ,,
waste_disposal,communal_bin,Communal garbage bin,????? ????? ????? ???,,
waste_disposal,rubbish_pit,Rubbish Pit,???? ???????,,
waste_disposal,burning,Burning,??? ???????,,
waste_disposal,throw_in_street,Throw in street / open space,??? ?? ?????? / ????? ??????,,
waste_disposal,other,Other,????,,
,,,,,
waste_disposal_freq,every_day,Every day,?? ???,,
waste_disposal_freq,every_week,Every week,?? ?????,,
waste_disposal_freq,every_2_weeks,Every two weeks,?? ???????,,
waste_disposal_freq,every_month,Every month,?? ???,,
waste_disposal_freq,more_than_monthly,More than every month,???? ?? ??? ????,,
waste_disposal_freq,not_available,Service not available,?????? ??? ?????,,
,,,,,
latrines,flush,Flush or Pour flush toilet,‘ ?????? ?????? ?? ?????’ ,,
latrines,pit,Pit latrine without a slab or platform,???? ????? ?? ??? ??? ( ???),,
latrines,open,Open hole,???? ??????,,
latrines,vip_pit,Pit VIP toilet,?????? ?????? ?? ????? ????? ???????,,
latrines,none,I don’t have access to a functional toilet,?? ?????? ?????? ??? ?????? ?? ????? ????,,
latrines,other,Other,????,,
,,,,,
shelter_type,house,House,????,,
shelter_type,apartment,Apartment,???,,
shelter_type,hotel,Hotel,????,,
shelter_type,unfinished_abandoned_building,Unfinished building or abandoned residentional building,???? ???? ??? ????? ?? ?????,,
shelter_type,damaged_building,Damaged residential building,???? ???? ?????,,
shelter_type,tent,Tent,????,,
shelter_type,religious_building,Religious building,???? ????,,
shelter_type,public_building,"Public building (school, etc)",???? ??? ( ????? ??????),,
shelter_type,container,Container/caravan,???????,,
shelter_type,non_residential,"Non-Residential structure (garage, farm House, shop)","???? ??? ????? ( ????? ???? ?? ???? ??? ?????)",,
shelter_type,makeshift_shelter,"Makeshift shelter (with scavenged materials such as zinc sheets, cardboards, etc.)","???? ???? ?? ??????? ? ??? ?????? ????",,
shelter_type,rhu,Residential Housing Unit,???? ????? RHU,,
shelter_type,other,Other,???? (???),,
,,,,,
eviction,lack_funds,Lack of funds to pay rental costs,??? ??????? ???? ?????? ???????,,
eviction,no_longer_hosted,Host family no longer able to host our family,?? ??? ??????? ??????? ????? ??? ??????? ???????,,
eviction,unaccepted_by_community,Local community does not accept our family living in the area,??????? ?????? ?? ???? ???????? ????? ?? ???????,,
eviction,authorities_request,Authorities requested our household to leave,???? ??????? ?? ?????? ????????,,
eviction,owner_request,Request to vacate from owner of building/land,??? ????? ?? ???? ?????? / ?????,,
eviction,no_agreement,No valid tenancy agreement,?? ???? ??? ????? ???? ???????,,
eviction,inadequate,Inadequate housing / shelter condition,???? ????? / ?????? ??? ?????,,
eviction,occupied,Housing occupied by other groups,??? ??? ??????? ?????? ??????? ????,,
eviction,confiscation,Risk of property being confiscated,??? ?????? ?????????,,
eviction,dispute,Ownership of property is disputed,????? ????????? ?????? ?????,,
eviction,other,Other,????,,
,,,,,
nfi_needs,bedding_items,"Bedding items (bedsheets, pillows)","???????? ????? (????? ??????? ? ???????)",,
nfi_needs,mattresses_sleeping_mats,Mattresses/Sleeping mats,?????/????? ?????,,
nfi_needs,blankets,Blankets,???????,,
nfi_needs,cooking_utensils_kitchen_set,Cooking utensils,????? ????? / ?????? ??????,,
nfi_needs,cooking_fuel,Cooking fuel,???? ?????,,
nfi_needs,cooking_stove,Cooking stove,??? ?????,,
nfi_needs,water_storage,Water storage,???? ????,,
nfi_needs,source_of_light,Source of light,???? ?????,,
nfi_needs,clothing,Clothing,?????,,
nfi_needs,fan,Fan,?????,,
nfi_needs,awc,Air water cooler,?????? ???? ??? ????? ( ???? ),,
nfi_needs,cool_box,Cool box,????? ??????? (?????),,
nfi_needs,winter_heaters,Winter heaters/stove,?????? ????? / ????,,
nfi_needs,heating_fuel,Heating fuel,???? ???????,,
nfi_needs,fuel_storage,Jerrycan for fuel storage,?????? ???? ??????,,
nfi_needs,none,None of the above,????? ??? ???,,
nfi_needs,other,Other,????,,
,,,,,
place,within_2km,Within 2 km,??? ????? 2 ??,,
place,between_2_5,Between 2-5 km,?? 2 ??? 5 ??,,
place,more_than5kmaway,More than 5 km,???? ????? ?? 5 ??,,
place,none,None that the household can access (movement restriction/security),?? ?????? ?????? ?????? ????? ( ???? ???? ?? ?????? ?? ?????? ?????),,
place,do_not_know,Do not know of a functioning primary school,?? ???? ????? ????? ???????? ????,,
,,,,,
livelihood_type,savings,Savings,????? ????????,,
livelihood_type,employment,Employment,????? / ???????,,
livelihood_type,remittences,Remittences,????????? / ????????,,
livelihood_type,retirement_pension,Retirement fund or pension,????? ??????? ?? ???? ?????,,
livelihood_type,renting,"Income from renting house, land or property",????? ?? ????? ?????? ????? ?? ????? ?? ????? ????,,
livelihood_type,selling_assets,"Selling household assets (for example furniture, cars, jewelry, ... etc) ","(.... ??? ??????? ?????? (???? ?????? , ????? , ???????",,
livelihood_type,selling_assistance_received,Selling assistance received,??? ???????? ????????,,
livelihood_type,loans_debts,"Loans, debts",???? ?? ????,,
livelihood_type,modm_cash_assistance,MODM cash assistance,???????? ??????? ?? ????? ?????? ?????????,,
livelihood_type,support_from_community,"Support from community, friends, family",??? ?? ??????? ?? ???????? ?? ???????,,
livelihood_type,ngo_charity_assistance,NGO or charity assistance,??????? ????? ?? ????? ??? ??????,,
livelihood_type,social_service,Social service (disability allowance),"????? ???????? ( ???? ?????? ????...)",,
livelihood_type,illegal_activity,"Illegal or socially degrading activities (e.g. unlawful sales, begging, etc.)","??????? ??? ????????? ?? ??????? ????????? (??? ???? ?????? ? ???????? ??? ?????????? ?? ?????? ? ??? ??? ???)",,
livelihood_type,other,Other,????,,
,,,,,
employment,agriculture,Agriculture, ?? ???? ???????,,
employment,construction,Construction,?? ???? ??????,,
employment,service_industry,"Service industry (Janitor, waiter, etc)","???? ??????? ?????? ???????? (?????, ????.????.???)",,
employment,vocational_carpenter,"Vocational (carpenter, electrician, plumber, or other professional)",????? ????? ( ???? ?? ??????? ??????? ?? ??? ???? ????),,
employment,teacher_lawyer_engineer,"Teacher, lawyer, engineer",????? ?? ????? ?? ?????,,
employment,public_security_official,"Public security official (police, military, etc.)",???? ????? ????? (????? ??????? ?????? ?????? ?????????? ??????????..),,
employment,taxi_or_truck,Taxi or truck driver,??????? ( ???? ????/????? ?????...),,
employment,small_business_owner,Small business owner,???? ????? ?????,,
employment,government_job_not,Government Job (not otherwise listed) ,????? ?????? ( ??? ???????? ??? ????????),,
employment,home_based_income,"Home-based income-generating activity (sewing, shoe repair, small agricultural activity (garden, beekeeping, etc.))","?????? ????? ????? ?????? ??? ?????? (??????? ? ????? ??????? ? ?????? ??????? ?????? (??????? ? ????? ????? ? ???))",,
employment,other,Other,????,,
,,,,,
reasons_for_debt,basic_hh_expenditure,"Basic household expenditures (rent, utilities)","????? ?????? ???????? ( ?????? ????? ????)",,
reasons_for_debt,health,Healthcare,?????? ????,,
reasons_for_debt,food,Food,????,,
reasons_for_debt,education,Education,???????,,
reasons_for_debt,clothing,Clothing or NFIs,?????,,
reasons_for_debt,purchase_pro_assets,Purchasing productive assets for small business or income-generating activities,????? ?????? ????????? ??????? ??????? ?? ??????? ?????? ?????,,
reasons_for_debt,other,Other,????,,
,,,,,
place3,within_2km,Within 2 km,??? ????? 2 ??,,
place3,within_5km,Between 2-5 km away,??? 2 ??? 5 ??,,
place3,more_than5kmaway,More than 5 km,???? ????? ?? 5 ??,,
place3,none,None that the household can access (movement restriction/security),?? ?????? ?????? ?????? ????? ( ???? ???? ?? ?????? ?? ?????? ?????),,
place3,do_not_know,Do not know,?? ????,,
,,,,,
nnny,yes,Yes,???,,
nnny,no_already_did,"No, because we already did it (so cannot continue to do it)","???? ????? ?? ???? ????? ????? ( ??? ?? ?????? ????????? ????)",,
nnny,no_nobody_in_hh_did,"No, nobody in my HH did","???? ?? ??? ???? ?? ??? ?? ??????",,
nnny,not_applicable,Not applicable (I don't have),"???? ?? ????? ??? ??? ??????",,
,,,,,
needs,education,Education for children,??????? ???????,,
needs,cfs,Child-friendly spaces or activities,????? ????? ????? ?? ????????,,
needs,employment,Employment ( livelihood opportunities),??????? ( ??? ??? ???? ?????),,
needs,food,Food,??????,,
needs,medical_care,Medical Care,??????? ??????,,
needs,psychosocial_support,Psychosocial Support,????? ?????? ??????????,,
needs,gbv_support,Gender-based Violence support,??? ?? ????? ?????? GBV,,
needs,eh_clear,Explosive Hazard Clearance,????? ????????? ??????,,
needs,eh_education,Explosive Hazard Risk Education,??????? ??? ????? ?????????,,
needs,shelter_support,Shelter Support,??? ??????,,
needs,water,Water,????,,
needs,sanitation,Sanitation services,????? ????? ?????,,
needs,vocational_training,Vocational training,????????? ???????,,
needs,clothing_footwear,Clothing or Footwear,??????? ?? ???????,,
needs,summerization,Summer kits,???? ?????,,
needs,winterization,Winter kits,???? ?????,,
needs,legal_assistance,"Legal Assistance (civil documentation, HLP, family law)","?????? ??????? (????? ?????? ????? ????? ????????..)",,
needs,other,Other,???? (???),,
,,,,,
relationship,head,Head of household,?? ??????,,
relationship,spouse,Spouse of head of household,??? / ???? ?? ??????,,
relationship,child,Son/daughter,????? / ?????? ,,
relationship,sibling,Brother/Sister (sibling),???? / ????? ( ???????),,
relationship,parent,Father/Mother,???? / ????,,
relationship,childinlaw,Son/Daughter in law,????? (??? ??????) / ????? (???? ?????),,
relationship,grandchild,Grandchild,??????,,
relationship,parentinlaw,Father/mother in law,????? / ??????,,
relationship,nephew_niece,Nephew / Niece,??? / ???? ???? ?? ?????,,
relationship,other_relative,Other relative,?????? ?????,,
relationship,friend,Friend,????,,
relationship,guest,Guest or non-relative,??? ?? ??? ????,,
relationship,error,Error - extra group added by mistake,???-?? ????? ?????? ???? ??????,,
,,,,,
gender,male,Male,???,,
gender,female,Female,????,,
,,,,,
marital_status,single,Single,???? / ?????,,
marital_status,married,Married,????? / ?,,
marital_status,separated,Separated,????? /?,,
marital_status,divorced,Divorced,???? /?,,
marital_status,widowed,Widowed,????/?,,
,,,,,
health_barriers,no_issues,No issues,?? ??? ???? ??????,,
